cname,tname,year,role,,,,
Danny Elfman,Army of Darkness,1992,soundtrack,,,,
Danny Elfman,Going to Extremes,1992,soundtrack,,,,
Danny Elfman,Buffy the Vampire Slayer,1992,soundtrack,,,,
Danny Elfman,Batman Returns,1992,soundtrack,,,,
Danny Elfman,Power Pack,1991,soundtrack,,,,
Danny Elfman,One Foot in the Grave,1990,soundtrack,,,,
Danny Elfman,Growing Pains,1990,soundtrack,,,,
Danny Elfman,Nightbreed,1990,soundtrack,,,,
Danny Elfman,The Super Mario Bros. Super Show!,1989,soundtrack,,,,
Danny Elfman,Ghostbusters II,1989,soundtrack,,,,
Danny Elfman,She's Out of Control,1989,soundtrack,,,,
Danny Elfman,Big Top Pee-wee,1988,soundtrack,,,,
Danny Elfman,Teen Wolf Too,1987,soundtrack,,,,
Danny Elfman,My Best Friend Is a Vampire,1987,soundtrack,,,,
Danny Elfman,Summer School,1987,soundtrack,,,,
Danny Elfman,Down Twisted,1987,soundtrack,,,,
Danny Elfman,Wisdom,1986,soundtrack,,,,
Danny Elfman,Something Wild,1986,soundtrack,,,,
Danny Elfman,The Texas Chainsaw Massacre 2,1986,soundtrack,,,,
Danny Elfman,Back to School,1986,soundtrack,,,,
Danny Elfman,Weird Science,1985,soundtrack,,,,
Danny Elfman,Beverly Hills Cop,1984,soundtrack,,,,
Danny Elfman,Bachelor Party,1984,soundtrack,,,,
Danny Elfman,Sixteen Candles,1984,soundtrack,,,,
Danny Elfman,Surf II,1983,soundtrack,,,,
Danny Elfman,The US Festival,1983,soundtrack,,,,
Danny Elfman,Fast Times at Ridgemont High,1982,soundtrack,,,,
Danny Elfman,The Last American Virgin,1982,soundtrack,,,,
Danny Elfman,CHiPs,N/A,soundtrack,,,,
Danny Elfman,Longshot,1981,soundtrack,,,,
Danny Elfman,Seaflight,1981,soundtrack,,,,
Danny Elfman,Urgh! A Music War,1981,soundtrack,,,,
Danny Elfman,Forbidden Zone,1980,soundtrack,,,,
Danny Elfman,Rhona Who Lives by the River,2023,producer,,,,
Danny Elfman,Farewell: Live from the Universal Amphitheatre Halloween 1995,1996,producer,,,,
Danny Elfman,The Nightmare Before Christmas,1993,producer,,,,
Danny Elfman,A Look Into 'the Forbidden Zone',2004,additional crew,,,,
Danny Elfman,Oingo Boingo: Skeletons in the Closet,1989,additional crew,,,,
Danny Elfman,Farewell: Live from the Universal Amphitheatre Halloween 1995,1996,writer,,,,
Danny Elfman,The Nightmare Before Christmas in Concert,2020,thanks,,,,
Danny Elfman,XX,2017,thanks,,,,
Danny Elfman,The Worst Batman Fanfilm Ever... Period,2016,thanks,,,,
Danny Elfman,Sicko,2007,thanks,,,,
Danny Elfman,Paranoid Park,2007,thanks,,,,
Danny Elfman,Shadows of the Bat: The Cinematic Saga of the Dark Knight - Dark Side of the Knight,2005,thanks,,,,
Danny Elfman,Making the Amazing,2004,thanks,,,,
Danny Elfman,Donnie Darko,2001,thanks,,,,
Danny Elfman,Eight Days a Week,N/A,thanks,,,,
Danny Elfman,Urban Strike,1994,thanks,,,,
Danny Elfman,Jungle Strike,1993,thanks,,,,
Danny Elfman,The Last Days of Edward Gorey,N/A,self,,,,
Danny Elfman,Untitled Tim Burton Documentary,N/A,self,,,,
Danny Elfman,Inside the Simpsons,2023,self,,,,
Danny Elfman,CBS Mornings,2022,self,,,,
Danny Elfman,Hollywood Insider,2020,self,,,,
Danny Elfman,WTF with Marc Maron,2021,self,,,,
Danny Elfman,The Movies That Made Us,2020,self,,,,
Danny Elfman,Soundtrack of Our Lives: A Celebration for the Film & TV Music Community,2020,self,,,,
Danny Elfman,Prop Culture,2020,self,,,,
Danny Elfman,Score: The Podcast,2020,self,,,,
Danny Elfman,Soundtracking with Edith Bowman,2020,self,,,,
Danny Elfman,Stewart Copeland's Adventures in Music,2020,self,,,,
Danny Elfman,The Imagineering Story,2019,self,,,,
Danny Elfman,Hollywood in Vienna,2017,self,,,,
Danny Elfman,78/52: Hitchcock's Shower Scene,2017,self,,,,
Danny Elfman,Score: A Film Music Documentary,2016,self,,,,
Danny Elfman,Live from Lincoln Center,2015,self,,,,
Danny Elfman,Pee-wee's Playhouse: Building the Playhouse,2014,self,,,,
Danny Elfman,Na plovárne,2014,self,,,,
Danny Elfman,A Conversation with Danny Elfman and Tim Burton,2011,self,,,,
Danny Elfman,The 68th Annual Golden Globe Awards,2011,self,,,,
Danny Elfman,Music,2010,self,,,,
Danny Elfman,With Great Power: The Stan Lee Story,2010,self,,,,
Danny Elfman,Der Klang Hollywoods - Max Steiner & seine Erben,2009,self,,,,
Danny Elfman,The 81st Annual Academy Awards,2009,self,,,,
Danny Elfman,RealTVFilms,2009,self,,,,
Danny Elfman,The South Bank Show,2008,self,,,,
Danny Elfman,Danny Elfman Scores 'Spider-Man 2',2007,self,,,,
Danny Elfman,Finding Kraftland,2007,self,,,,
Danny Elfman,The Late Late Show with Craig Ferguson,2006,self,,,,
Danny Elfman,Behind the Music,2006,self,,,,
Danny Elfman,Danny Elfman Interprets the Two Worlds,2006,self,,,,
Danny Elfman,Inside the Two Worlds of 'the Corpse Bride',2006,self,,,,
Danny Elfman,Beyond Batman: Inside the Elfman Studio - The Music of Batman Returns,2005,self,,,,
Danny Elfman,Beyond Batman: Nocturnal Overtures - The Music of Batman,2005,self,,,,
Danny Elfman,Shadows of the Bat: The Cinematic Saga of the Dark Knight - The Legend Reborn,2005,self,,,,
Danny Elfman,Becoming Oompa-Loompa,2005,self,,,,
Danny Elfman,The Making of 'Charlie and the Chocolate Factory',2005,self,,,,
Danny Elfman,HBO First Look,2005,self,,,,
Danny Elfman,Super Secret Movie Rules,2004,self,,,,
Danny Elfman,Making the Amazing,2004,self,,,,
Danny Elfman,A Look Into 'the Forbidden Zone',2004,self,,,,
Danny Elfman,Behind the Scenes of 'Spider-Man',2004,self,,,,
Danny Elfman,Shootout,2004,self,,,,
Danny Elfman,The Making of 'Hulk',2003,self,,,,
Danny Elfman,The Incredible Ang Lee,2003,self,,,,
Danny Elfman,AFI Life Achievement Award,2003,self,,,,
Danny Elfman,The Score,2003,self,,,,
Danny Elfman,Cosmic Symphonies: Elfman in Space,2002,self,,,,
Danny Elfman,"Spider-Man: Composer Profile, Danny Elfman",2002,self,,,,
Danny Elfman,"Spider-Man: Director Profile, Sam Raimi",2002,self,,,,
Danny Elfman,Music Behind the Scenes,2001,self,,,,
Danny Elfman,"Planet of the Apes: Chimp Symphony, Op. 37",2001,self,,,,
Danny Elfman,Sleepy Hollow: Behind the Legend,2001,self,,,,
Danny Elfman,Psycho Path,1998,self,,,,
Danny Elfman,The Making of 'The Frighteners',1998,self,,,,
Danny Elfman,Farewell: Live from the Universal Amphitheatre Halloween 1995,1996,self,,,,
Danny Elfman,The Hollywood Soundtrack Story,1995,self,,,,
Danny Elfman,Der Klang der Bilder,1995,self,,,,
Danny Elfman,How the Grinch Stole Christmas! Special Edition,1994,self,,,,
Danny Elfman,Showbiz Today,1993,self,,,,
Danny Elfman,The Making of Tim Burton's 'The Nightmare Before Christmas',1993,self,,,,
Danny Elfman,The Magical World of Chuck Jones,1992,self,,,,
Danny Elfman,In the Director's Chair: The Man Who Invented Edward Scissorhands,1990,self,,,,
Danny Elfman,Video Beat,1985,self,,,,
Danny Elfman,Video One,1984,self,,,,
Danny Elfman,Good Morning Mr. Orwell,1984,self,,,,
Danny Elfman,American Bandstand,1982,self,,,,
Danny Elfman,Urgh! A Music War,1981,self,,,,
Danny Elfman,Behind the Attraction,2021,archive footage,,,,
Danny Elfman,40 Years of Fantasporto,2021,archive footage,,,,
Danny Elfman,Minty Comedic Arts,2021,archive footage,,,,
Danny Elfman,Les Chroniques du Mea,2018,archive footage,,,,
Danny Elfman,Tim Burton est mort?,2019,archive footage,,,,
Danny Elfman,Greatest Ever Christmas Movies,2013,archive footage,,,,
Danny Elfman,Dr. X's Creatures,2003,archive footage,,,,
Danny Elfman,Disney Sing-Along-Songs: Topsy Turvy,1996,archive footage,,,,
Danny Elfman,Troldspejlet,1994,archive footage,,,,
Daniel Pemberton,Spider-Man: Beyond the Spider-Verse,N/A,composer,,,,
Daniel Pemberton,Slow Horses,2022,composer,,,,
Daniel Pemberton,The Afterparty,2022,composer,,,,
Daniel Pemberton,Ferrari,2023,composer,,,,
Daniel Pemberton,Spider-Man: Across the Spider-Verse,2023,composer,,,,
Daniel Pemberton,Enola Holmes 2,2022,composer,,,,
Daniel Pemberton,Amsterdam,2022,composer,,,,
Daniel Pemberton,See How They Run,2022,composer,,,,
Daniel Pemberton,The Bad Guys,2022,composer,,,,
Daniel Pemberton,The Great British Menu,2006,composer,,,,
Daniel Pemberton,Brian and Charles,2022,composer,,,,
Daniel Pemberton,Being the Ricardos,2021,composer,,,,
Daniel Pemberton,The Rescue,2021,composer,,,,
Daniel Pemberton,Welcome to Earth,2021,composer,,,,
Daniel Pemberton,The Trial of the Chicago 7,2020,composer,,,,
Daniel Pemberton,Enola Holmes,2020,composer,,,,
Daniel Pemberton,Rising Phoenix,2020,composer,,,,
Daniel Pemberton,History,2020,composer,,,,
Daniel Pemberton,Charlotte Lawrence: Joke's on You,2020,composer,,,,
Daniel Pemberton,Birds of Prey,2020,composer,,,,
Daniel Pemberton,Motherless Brooklyn,2019,composer,,,,
Daniel Pemberton,The Dark Crystal: Age of Resistance,2019,composer,,,,
Daniel Pemberton,Knights and Bikes,2019,composer,,,,
Daniel Pemberton,Yesterday,N/A,composer,,,,
Daniel Pemberton,The Journey,N/A,composer,,,,
Daniel Pemberton,Brexit,2019,composer,,,,
Daniel Pemberton,Spider-Man: Into the Spider-Verse,2018,composer,,,,
Daniel Pemberton,Scarborough,2018,composer,,,,
Daniel Pemberton,Ocean's Eight,2018,composer,,,,
Daniel Pemberton,One Strange Rock,2018,composer,,,,
Daniel Pemberton,Black Mirror,2017,composer,,,,
Daniel Pemberton,All the Money in the World,2017,composer,,,,
Daniel Pemberton,Mark Felt: The Man Who Brought Down the White House,2017,composer,,,,
Daniel Pemberton,Molly's Game,2017,composer,,,,
Daniel Pemberton,King Arthur: Legend of the Sword,2017,composer,,,,
Daniel Pemberton,Gold,N/A,composer,,,,
Daniel Pemberton,From the Land of the Moon,2016,composer,,,,
Daniel Pemberton,Peep Show,2003,composer,,,,
Daniel Pemberton,Steve Jobs,2015,composer,,,,
Daniel Pemberton,The Man from U.N.C.L.E.,2015,composer,,,,
Daniel Pemberton,Until Our Hearts Stop,2015,composer,,,,
Daniel Pemberton,The Game,2014,composer,,,,
Daniel Pemberton,One of a Kind,2014,composer,,,,
Daniel Pemberton,Prey,2014,composer,,,,
Daniel Pemberton,Cuban Fury,2014,composer,,,,
Daniel Pemberton,The Vatican,2013,composer,,,,
Daniel Pemberton,Ambassadors,2013,composer,,,,
Daniel Pemberton,The Counselor,2013,composer,,,,
Daniel Pemberton,Complicit,2013,composer,,,,
Daniel Pemberton,In Fear,N/A,composer,,,,
Daniel Pemberton,The Tortoise,2012,composer,,,,
Daniel Pemberton,Space Dive,2012,composer,,,,
Daniel Pemberton,Blood,N/A,composer,,,,
Daniel Pemberton,Escape from Colditz,2012,composer,,,,
Daniel Pemberton,Dispatches,2012,composer,,,,
Daniel Pemberton,Ghost Recon: Alpha,2012,composer,,,,
Daniel Pemberton,Dirk Gently,2010,composer,,,,
Daniel Pemberton,Prisoners Wives,2012,composer,,,,
Daniel Pemberton,Pramface,2012,composer,,,,
Daniel Pemberton,Public Enemies,2012,composer,,,,
Daniel Pemberton,The Awakening,N/A,composer,,,,
Daniel Pemberton,Lego Star Wars III: The Clone Wars,2011,composer,,,,
Daniel Pemberton,Upstairs Downstairs,2010,composer,,,,
Daniel Pemberton,Combat Kids,2010,composer,,,,
Daniel Pemberton,Schizo Samurai Shitzu,2010,composer,,,,
Daniel Pemberton,Self Made,2010,composer,,,,
Daniel Pemberton,Between Life and Death,2010,composer,,,,
Daniel Pemberton,Bye-Bye Butty,2010,composer,,,,
Daniel Pemberton,Enemies of the People,2009,composer,,,,
Daniel Pemberton,Wildest Dreams,2009,composer,,,,
Daniel Pemberton,Desperate Romantics,2009,composer,,,,
Daniel Pemberton,Occupation,2009,composer,,,,
Daniel Pemberton,Hell's Kitchen,2004,composer,,,,
Daniel Pemberton,Best: His Mother's Son,2009,composer,,,,
Daniel Pemberton,Runaway,2009,composer,,,,
Daniel Pemberton,The Lost World of Communism,2009,composer,,,,
Daniel Pemberton,Commanders at War,2009,composer,,,,
Daniel Pemberton,Clash of the Santas,2008,composer,,,,
Daniel Pemberton,Clone,2008,composer,,,,
Daniel Pemberton,LittleBigPlanet,2008,composer,,,,
Daniel Pemberton,Cutting Edge,2008,composer,,,,
Daniel Pemberton,Factory Farmed,2008,composer,,,,
Daniel Pemberton,Heroes and Villains,N/A,composer,,,,
Daniel Pemberton,The Love Trap,2007,composer,,,,
Daniel Pemberton,Suburban Shootout,2006,composer,,,,
Daniel Pemberton,Soviet War Scare 1983,2007,composer,,,,
Daniel Pemberton,Forgiven,2007,composer,,,,
Daniel Pemberton,Never Did Me Any Harm,2007,composer,,,,
Daniel Pemberton,Cult Killer: The Story of Rick Rodriguez,2006,composer,,,,
Daniel Pemberton,The Haunted Airman,2006,composer,,,,
Daniel Pemberton,Jamie's Return to School Dinners,2006,composer,,,,
Daniel Pemberton,Prehistoric Park,2006,composer,,,,
Daniel Pemberton,That'll Teach 'Em,2003,composer,,,,
Daniel Pemberton,That'll Test 'Em,2006,composer,,,,
Daniel Pemberton,How to Divorce Without Screwing Up Your Children,2006,composer,,,,
Daniel Pemberton,I Shouldn't Be Alive,2005,composer,,,,
Daniel Pemberton,The Movies,2005,composer,,,,
Daniel Pemberton,Wakey Wakey Campers!,2005,composer,,,,
Daniel Pemberton,Hiroshima,2005,composer,,,,
Daniel Pemberton,Ramsay's Kitchen Nightmares,2004,composer,,,,
Daniel Pemberton,Born with Two Mothers,2005,composer,,,,
Daniel Pemberton,Blowing Up Paradise,2005,composer,,,,
Daniel Pemberton,Battle of the Sexes,2004,composer,,,,
Daniel Pemberton,Big Kiss,2004,composer,,,,
Daniel Pemberton,Lads Army,2002,composer,,,,
Daniel Pemberton,Men of Iron,2004,composer,,,,
Daniel Pemberton,Pissed on the Job,2004,composer,,,,
Daniel Pemberton,French Leave,2003,composer,,,,
Daniel Pemberton,Speed Machines,2003,composer,,,,
Daniel Pemberton,The Life of a Ten Pound Note,2003,composer,,,,
Daniel Pemberton,Harem,2003,composer,,,,
Daniel Pemberton,Battle Hospital: Medics at War,2003,composer,,,,
Daniel Pemberton,Dogumentary: Rewind the Summer,2003,composer,,,,
Daniel Pemberton,George Orwell: A Life in Pictures,2003,composer,,,,
Daniel Pemberton,Real Men,2003,composer,,,,
Daniel Pemberton,Secrets of the Dead,2003,composer,,,,
Daniel Pemberton,The Anatomists,2002,composer,,,,
Daniel Pemberton,The King of Communism: The Pomp & Pageantry of Nicolae Ceausescu,2002,composer,,,,
Daniel Pemberton,Shoreditch Twat,2002,composer,,,,
Daniel Pemberton,SAS: Iranian Embassy Siege,2002,composer,,,,
Daniel Pemberton,Manor House,2002,composer,,,,
Daniel Pemberton,Underworld: Flooded Kingdoms of the Ice Age,2002,composer,,,,
Daniel Pemberton,Frank Skinner on Frank Skinner,2001,composer,,,,
Daniel Pemberton,Great Artists with Tim Marlow,2001,composer,,,,
Daniel Pemberton,The Real...,2001,composer,,,,
Daniel Pemberton,SF: UK,2001,composer,,,,
Daniel Pemberton,The Gambler,2000,composer,,,,
Daniel Pemberton,The Royal Institution Christmas Lectures,2000,composer,,,,
Daniel Pemberton,Nature,2000,composer,,,,
Daniel Pemberton,A Very British Murder,2000,composer,,,,
Daniel Pemberton,Escape from Colditz,2000,composer,,,,
Daniel Pemberton,Secrets & Lines,2000,composer,,,,
Daniel Pemberton,White Tribe,2000,composer,,,,
Daniel Pemberton,Inbetween,1999,composer,,,,
Daniel Pemberton,Many Happy Returns,1999,composer,,,,
Daniel Pemberton,Diceworld,1999,composer,,,,
Daniel Pemberton,Mob Law: A Film Portrait of Oscar Goodman,1998,composer,,,,
Daniel Pemberton,A Little Bit of Elvis,1998,composer,,,,
Daniel Pemberton,Without Walls,1996,composer,,,,
Daniel Pemberton,Globe Trekker,1994,composer,,,,
Daniel Pemberton,Slow Horses,2023,music department,,,,
Daniel Pemberton,The Afterparty,2023,music department,,,,
Daniel Pemberton,The Rescue,2021,music department,,,,
Daniel Pemberton,Cinderella: A Comic Relief Pantomime for Christmas,2020,music department,,,,
Daniel Pemberton,The Trial of the Chicago 7,2020,music department,,,,
Daniel Pemberton,Lovers,2020,music department,,,,
Daniel Pemberton,Yesterday,N/A,music department,,,,
Daniel Pemberton,All the Money in the World,2017,music department,,,,
Daniel Pemberton,King Arthur: Legend of the Sword,2017,music department,,,,
Daniel Pemberton,Steve Jobs,2015,music department,,,,
Daniel Pemberton,Lillemand,2015,music department,,,,
Daniel Pemberton,Nova,2001,music department,,,,
Daniel Pemberton,Prey,2014,music department,,,,
Daniel Pemberton,50 Kisses,2014,music department,,,,
Daniel Pemberton,Impossible Moves,N/A,music department,,,,
Daniel Pemberton,The Wonder of Dogs,2013,music department,,,,
Daniel Pemberton,Pramface,N/A,music department,,,,
Daniel Pemberton,Russell,2012,music department,,,,
Daniel Pemberton,N.E.I.L.,2012,music department,,,,
Daniel Pemberton,Ghost Recon: Alpha,2012,music department,,,,
Daniel Pemberton,Why?,N/A,music department,,,,
Daniel Pemberton,Kinect Fun Labs: Musical Feet,2011,music department,,,,
Daniel Pemberton,The Awakening,N/A,music department,,,,
Daniel Pemberton,Kinect Fun Labs: Kinect Sparkler,2011,music department,,,,
Daniel Pemberton,P.O.V.,2011,music department,,,,
Daniel Pemberton,Kinect Fun Labs: BobbleHead,2011,music department,,,,
Daniel Pemberton,Kinect Fun Labs: Build a Buddy,2011,music department,,,,
Daniel Pemberton,Kinect Fun Labs: Kinect Googly Eyes,2011,music department,,,,
Daniel Pemberton,Kinect Fun Labs: Kinect Me,2011,music department,,,,
Daniel Pemberton,Long Lost Family,2011,music department,,,,
Daniel Pemberton,Meet the Elephant Man,2011,music department,,,,
Daniel Pemberton,The Coldest Caller,2011,music department,,,,
Daniel Pemberton,Secrets of the Dead,2000,music department,,,,
Daniel Pemberton,Schizo Samurai Shitzu,2010,music department,,,,
Daniel Pemberton,Nigella Kitchen,2010,music department,,,,
Daniel Pemberton,Cutting Edge,2010,music department,,,,
Daniel Pemberton,Wildest Dreams,2009,music department,,,,
Daniel Pemberton,Simon Schama's John Donne,2009,music department,,,,
Daniel Pemberton,Ramsay's Kitchen Nightmares,2005,music department,,,,
Daniel Pemberton,Heroes and Villains,2007,music department,,,,
Daniel Pemberton,Battle for Haditha,2007,music department,,,,
Daniel Pemberton,The Sorcerer's Apprentice,2007,music department,,,,
Daniel Pemberton,The River Cottage Treatment,2006,music department,,,,
Daniel Pemberton,Prehistoric Park,2006,music department,,,,
Daniel Pemberton,The Dark Side of Porn,2006,music department,,,,
Daniel Pemberton,Sex Addict,2005,music department,,,,
Daniel Pemberton,The Movies,2005,music department,,,,
Daniel Pemberton,The Undertaker,N/A,music department,,,,
Daniel Pemberton,High Spirits with Shirley Ghostman,2005,music department,,,,
Daniel Pemberton,Treats from the Edwardian Country House,2002,music department,,,,
Daniel Pemberton,The Truth About Gay Animals,2002,music department,,,,
Daniel Pemberton,Chinese for Beginners,2002,music department,,,,
Daniel Pemberton,Perfect Breasts,2000,music department,,,,
Daniel Pemberton,Escape from Colditz,2000,music department,,,,
Daniel Pemberton,Secrets of the Dead,1999,music department,,,,
Daniel Pemberton,Enola Holmes 2,2022,actor,,,,
Daniel Pemberton,Blood,N/A,actor,,,,
Daniel Pemberton,Leipzig Homicide,2023,soundtrack,,,,
Daniel Pemberton,50th Annie Awards,2023,soundtrack,,,,
Daniel Pemberton,Slow Horses,2022,soundtrack,,,,
Daniel Pemberton,Diminishing Returns,N/A,soundtrack,,,,
Daniel Pemberton,Amsterdam,2022,soundtrack,,,,
Daniel Pemberton,The Bad Guys,2022,soundtrack,,,,
Daniel Pemberton,Brian and Charles,2022,soundtrack,,,,
Daniel Pemberton,The Rescue,2021,soundtrack,,,,
Daniel Pemberton,Oscars: Into the Spotlight,2021,soundtrack,,,,
Daniel Pemberton,The Oscars,2021,soundtrack,,,,
Daniel Pemberton,Forfiter,2021,soundtrack,,,,
Daniel Pemberton,The Trial of the Chicago 7,2020,soundtrack,,,,
Daniel Pemberton,Charlotte Lawrence: Joke's on You,2020,soundtrack,,,,
Daniel Pemberton,Birds of Prey,2020,soundtrack,,,,
Daniel Pemberton,1994,2019,soundtrack,,,,
Daniel Pemberton,The Boys,N/A,soundtrack,,,,
Daniel Pemberton,Yesterday,N/A,soundtrack,,,,
Daniel Pemberton,Michael vs Jason: Evil Emerges,2019,soundtrack,,,,
Daniel Pemberton,Fyre,2019,soundtrack,,,,
Daniel Pemberton,Venom,2018,soundtrack,,,,
Daniel Pemberton,The Grand Tour,2017,soundtrack,,,,
Daniel Pemberton,Pastewka,N/A,soundtrack,,,,
Daniel Pemberton,Sea Oak,2017,soundtrack,,,,
Daniel Pemberton,King Arthur: Legend of the Sword,2017,soundtrack,,,,
Daniel Pemberton,Unexpected Journey,2017,soundtrack,,,,
Daniel Pemberton,Gold,N/A,soundtrack,,,,
Daniel Pemberton,Top Gear,N/A,soundtrack,,,,
Daniel Pemberton,Hounds of Zaroff,2016,soundtrack,,,,
Daniel Pemberton,Velvet,2014,soundtrack,,,,
Daniel Pemberton,Steve Jobs,2015,soundtrack,,,,
Daniel Pemberton,Moonwalkers,2015,soundtrack,,,,
Daniel Pemberton,Million Dollar American Princesses,2015,soundtrack,,,,
